,ID,_id,datetime,has_media,is_reply,is_retweet,medias,nbr_favorite,nbr_reply,nbr_retweet,text,url,user_id,usernameTweet
0,990732190949478403,5af88ab524c1c400cc54de0d,2018-04-30 01:18:55,,False,False,,0,3,0,"I’ve been under so much stress that I have managed to make myself sick. I’m talking  sore   throat , chills,  fatigue /weakness,  runny   nose . The whole thing.",/cake_cartel/status/990732190949478403,2855176510,cake_cartel
1,990730238391971841,5af88ab524c1c400cc54de0e,2018-04-30 01:11:10,,False,False,,0,0,0,Scratchy  throat . Blocked  nose . I’m full on sick now  .   And every year i say I need to get a  flu  shot. Ma se poes,/samirdaniels/status/990730238391971841,37671274,samirdaniels
2,990722419894595584,5af88ab524c1c400cc54de0f,2018-04-30 00:40:06,,False,False,,2,0,0,Blech! I am supppsed to be back at work today but I feel like shit.  Runny   nose   sore   throat   headache . Great way to spend the last 4 days of leave !   For my co- workers sake I better stay home.,/mricho61/status/990722419894595584,816449552,mricho61
3,990700677235183616,5af88ab524c1c400cc54de10,2018-04-29 23:13:42,,False,False,,0,0,0,Toothache  Headache   Sore   throat   Blocked  nose .....   Prefect... Just what I needed  ,/Zola_Zowey/status/990700677235183616,1241311603,Zola_Zowey
4,990694591493017600,5af88ab524c1c400cc54de11,2018-04-29 22:49:31,,False,False,,0,0,0,"I feel like getting  flu  like rly soon, my  throat  is hurting and tingly feel in  nose , uhhh. Gotta rest as much as I can, tomo is free so it's fine. Nini! o/",/jallematsu/status/990694591493017600,740066710854742016,jallematsu
5,990693539863580673,5af88ab524c1c400cc54de12,2018-04-29 22:45:20,,False,False,,0,0,0,"You know, every time I am at the closing stage of my  flu  I feel like a dying walrus. Like my  nose  is still  runny , but it doesn't feel as awful as before and my  throat  doesn't heart but HELLS BREAK every time I have a fit of  coughing  because those sounds are something unhuman.",/Lizzie_Levesque/status/990693539863580673,893399964830900224,Lizzie_Levesque
6,990691670537752577,5af88ab524c1c400cc54de13,2018-04-29 22:37:55,,False,False,,4,0,0,Idk what’s worse  sneezing  with a  sore   throat  or having a  runny  sunburnt  nose,/nikki_brown15/status/990691670537752577,194137071,nikki_brown15
7,990685231769366529,5af88ab524c1c400cc54de14,2018-04-29 22:12:19,,False,False,,0,0,0,"Teary eyes                Scratchy  throat          Stuffed   nose              Headache                  Painful everything    Somebody come take care of me, I'm sick ",/chubby_tomboy/status/990685231769366529,950831915724140544,chubby_tomboy
8,990684426601422848,5af88ab524c1c400cc54de15,2018-04-29 22:09:07,,False,False,,3,0,0,i love having allergies!!!!! my  nose  and my  throat  are literally closed!!!!!!!! i can't stop  sneezing !!!!!!!!!!!! my  nose  itches!!!!!! i want to die!!!!!!!!!!!!!,/laughterdan/status/990684426601422848,867035062537203712,laughterdan
9,990677283492032513,5af88ab524c1c400cc54de16,2018-04-29 21:40:44,,True,False,,0,1,0,"""First time for everything."" He shrugged, looking her over. ""How do you feel?  Runny   nose ? Itchy  throat ?""",/MarvelousQuips/status/990677283492032513,853122981496836096,MarvelousQuips
10,990673305777725444,5af88ab524c1c400cc54de17,2018-04-29 21:24:56,,False,False,,0,0,0,my saliva salty  nose   runny  as shit and  throat  is on fire what goes on ,/wannawoI/status/990673305777725444,284775115,wannawoI
11,990667926821851136,5af88ab524c1c400cc54de18,2018-04-29 21:03:34,,False,False,,0,0,0,"I will dead ass have a  runny   nose , a  headache  and a fucked up  throat  during the summer.. but any other season, I feel like I’m living my life like it’s golden.. no  runny   nose , a talkative voice and no headaches..",/JDarne11/status/990667926821851136,44566377,JDarne11
12,990651685784649728,5af88ab524c1c400cc54de19,2018-04-29 19:59:01,,False,False,,0,0,3,"Love #Oscillo  for flu-like symptoms? Then you'll like Coldcalm for  sneezing ,  runny   nose  & minor  sore   throat .  http:// bit.ly/241tRJw   pic.twitter.com/AG2YGjjo8c",/OscilloUSA/status/990651685784649728,17876394,OscilloUSA
13,990650294752219136,5af88ab524c1c400cc54de1a,2018-04-29 19:53:30,,False,False,,1,1,0,"my dad is mowing the grass and I went outside for literally 5 minutes and now I can’t stop  sneezing , I can’t breath out of my  nose , & my  throat  hurts. I’m falling apart",/fellowolfhard/status/990650294752219136,3031169790,fellowolfhard
14,990629027957260288,5af88ab524c1c400cc54de1b,2018-04-29 18:28:59,,False,False,,2,2,0,"SINUSITIS = dead  nose  ( runny  clogged  nose , super colds), labad ulo,  sore   throat , ubo, sakit red teary eyes, pati ngipon sakit, niya  sneezing  every now and then. Huhu. AND MUSAMOT SIYA IF MATUG KA. WTH  KAPOY NAKO",/EMarizGAng/status/990629027957260288,2914383998,EMarizGAng
15,990628289705324545,5af88ab524c1c400cc54de1c,2018-04-29 18:26:03,,False,False,,0,0,0,"I felt okay yesterday, albeit a little tired but I went to bed with a scratchy  throat  and woke up with an achy back,  sore   throat  and  runny   nose . I hate when my body betrays me and gives me barely any warning ",/neonbliss/status/990628289705324545,29080729,neonbliss
16,990611923145281536,5af88ab524c1c400cc54de1d,2018-04-29 17:21:01,,False,False,,1,0,0,"Boiron's Sabadil temporarily relieves one or more of these symptoms of #hayfever  or other upper respiratory #allergies : itchy and watery eyes,  sneezing ,  runny   nose , and itchy  throat  and  nose .  http:// bit.ly/2Hbqh9R   pic.twitter.com/ELTX3K6UOg",/BoironUSA/status/990611923145281536,43492105,BoironUSA
17,990608693757599745,5af88ab524c1c400cc54de1e,2018-04-29 17:08:11,,False,False,,1,0,0,"What is spring like for me, well i woke up with swollen eyes, a scratchy  throat , a stuffy  nose  and a major  headache ... all because i wanted some fresh air and fell asleep with my window open ",/kandiekr/status/990608693757599745,1689938502,kandiekr
18,990607808314904576,5af88ab524c1c400cc54de1f,2018-04-29 17:04:40,,False,False,,1,1,0,My hay  fever  is hideous today my eyes !  My  nose . My  throat  !!  pic.twitter.com/OvBS9rAGcw,/LizziejackLiz/status/990607808314904576,305434615,LizziejackLiz
19,990605044905996290,5af88ab524c1c400cc54de20,2018-04-29 16:53:41,,False,False,,0,0,0,"cough,  runny   nose ,  sore   throat  +  headache  - happiness = sad  ... package deal tsk ",/imdiannamae/status/990605044905996290,1240852261,imdiannamae
20,990603782588456960,5af88ab624c1c400cc54de21,2018-04-29 16:48:40,,False,False,,0,0,0,slight  sore   throat  and a  runny   nose  what a nice day to start spring,/pekochuu/status/990603782588456960,762685649744986112,pekochuu
21,990600320618131456,5af88ab624c1c400cc54de22,2018-04-29 16:34:55,,False,False,,1,0,0,UPDATE: I’m sick now with a  sore   throat  and a  runny   nose  ,/rosiegamboa/status/990600320618131456,100057771,rosiegamboa
22,990596982409490432,5af88ab624c1c400cc54de23,2018-04-29 16:21:39,,False,False,,0,1,0,"I saw one white patch in my  throat  today (probably a tonsil stone from the post-nasal drip) and got all panicky about strep, but I have no  fever , and strep doesn't tend to present with a cough or  stuffed / runny   nose  or watery eyes...all of which I have.",/trickycrayon/status/990596982409490432,16220594,trickycrayon
23,990595945489412097,5af88ab624c1c400cc54de24,2018-04-29 16:17:32,,False,False,,2,0,0,"Sunday morning before church is the best time for seasonal allergies to kick in! The  headache ,  sore   throat , and running  nose  are great preaching aids. ",/cemaynus/status/990595945489412097,15954757,cemaynus
24,990593270270124032,5af88ab624c1c400cc54de25,2018-04-29 16:06:54,,False,False,,0,0,0,My eyes are soooo red and swoll    nose  stopped up  throat  dry and i got a  headache    I don’t think I’m going out nomore ,/_xBriBaby/status/990593270270124032,961062842,_xBriBaby
25,990588692170342400,5af88ab624c1c400cc54de26,2018-04-29 15:48:43,,False,False,,14,0,12,"There are many organs & bodily functions that can be harmed due to #AirPollution  > Respiratory #diseases   Cardiovascular damage  Fatigue , headaches & anxiety Irritation of the eyes,  nose  &  throat  Damage to reproductive organs Harm to the liver, spleen & blood Nervous system damage",/Pat1_Rajesh/status/990588692170342400,981834216177418241,Pat1_Rajesh
26,990574396376051712,5af88ab624c1c400cc54de27,2018-04-29 14:51:54,,False,False,,4,0,0,fever : check blocked  nose : check  sore   throat : CHECK,/taeghi/status/990574396376051712,835088932509470722,taeghi
27,990570820434046976,5af88ab624c1c400cc54de28,2018-04-29 14:37:42,,False,False,,30,6,0,"Still  coughing ... itchy dry  throat , stuffy  nose , migraine and all the fun! So lucky ",/ArielRebel/status/990570820434046976,21597166,ArielRebel
28,990560888284364801,5af88ab624c1c400cc54de29,2018-04-29 13:58:14,,False,False,,0,0,0,Sore   throat  puffy eyes blocked  nose  mild  headache  ,/FadlinAhmad/status/990560888284364801,274041066,FadlinAhmad
29,990547142489071617,5af88ab624c1c400cc54de2a,2018-04-29 13:03:36,,False,False,,0,1,0,I need to get cracking but a  runny   nose  and a  sore   throat  is giving me reasons to mess around on twitter! Oh lunch soon! It will be a microwave offering.  Mr T away golfing! How inconsiderate ,/stellakateT/status/990547142489071617,86773885,stellakateT
30,990524628958433281,5af88ab624c1c400cc54de2b,2018-04-29 11:34:09,,False,False,,0,0,0,"My I. Mine system is really good,  I don't get sick!!  Guess what I am sick!!  It started Friday with a scratchy  throat ,  now  runny   nose ,  fever ,  feel so bad.  It better be gone by Wednesday.  https:// media1.tenor.co/images/22c8610 4c179f8e88cf066cf0fc58896/tenor.gif?itemid=5070314   …",/TammyFigueroa16/status/990524628958433281,1386632732,TammyFigueroa16
31,990506662837538817,5af88ab624c1c400cc54de2c,2018-04-29 10:22:45,,True,False,,0,0,0,"I'm in a similar situation atm,  headache , dry  throat , etc. Barely slept because of a  stuffed   nose ..   maybe it actually has to do with how active you are, who knows.. ",/Super_Anina/status/990506662837538817,764025561786179584,Super_Anina
32,990479222845116416,5af88ab624c1c400cc54de2d,2018-04-29 08:33:43,,False,False,,2,0,0,True story: I’m allergic to tree pollen so I get a  runny   nose  and  sore   throat . I chew cinnamon gum to soothe my  throat  and turns out I’m sensitive to cinnamon and now have inflamed taste buds and a  sore  in my mouth. #fml,/shannamae22/status/990479222845116416,66027139,shannamae22
33,990471178698575872,5af88ab624c1c400cc54de2e,2018-04-29 08:01:45,,False,False,,0,0,0,"Ain felt this bad in so long man .. definitely don’t miss it! Tlmb eyes swollen,  runny   nose , itchy  throat  and the list goes on. Ima be up all night",/_uniqueeKEY/status/990471178698575872,293761679,_uniqueeKEY
34,990469891386822656,5af88ab624c1c400cc54de2f,2018-04-29 07:56:38,,False,False,,0,0,0,"Soar  throat ,  headache , cough and  runny   nose  huhuh die",/pebbleszxcv/status/990469891386822656,3458161994,pebbleszxcv
35,990463745653526528,5af88ab624c1c400cc54de30,2018-04-29 07:32:13,,False,False,,0,0,0,"Body aches,  headache , can’t breath out my  nose ,  throat  hurts, and just needing someone to take care of me! Too bad moms in Mexico! #struggling",/ashton_kruger/status/990463745653526528,821237151853486080,ashton_kruger
36,990457877188960257,5af88ab624c1c400cc54de31,2018-04-29 07:08:54,,True,False,,0,1,0,runny   nose  &  sore   throat  ???,/httpjanet/status/990457877188960257,2595824618,httpjanet
37,990454397091041280,5af88ab624c1c400cc54de32,2018-04-29 06:55:04,,False,False,,1,0,0,You know someone was picking their  nose  hard when they have to scratch their  throat  after  sneezing  a bunch of times,/juanayalito/status/990454397091041280,332564984,juanayalito
38,990448065344663552,5af88ab624c1c400cc54de33,2018-04-29 06:29:55,,False,False,,1,0,0,"im definitely and truly sick; just thought i would update on that   i have ZERO energy, my  throat  is croaky and my  nose  is  stuffed  and now begins the cough and inevitable  headache    im out here Dying ",/MosherCat/status/990448065344663552,813855805,MosherCat
39,990430424865394694,5af88ab624c1c400cc54de34,2018-04-29 05:19:49,,False,False,,2,0,0,i feel sick as hell. i hate this. i hate  runny   nose  and stuffy  nose . and waking up with  sore   throat,/itsokhope/status/990430424865394694,2595605796,itsokhope
40,990422652228546562,5af88ab724c1c400cc54de35,2018-04-29 04:48:56,,False,False,,0,0,0,"sore   throat  plus  runny   nose , hella good morning indeed  pic.twitter.com/2LfEzMMdy7",/rendellann_/status/990422652228546562,938595494,rendellann_
41,990421140534448130,5af88ab724c1c400cc54de36,2018-04-29 04:42:55,,False,False,,0,0,0,"He shrugs prior to releasing a yawn.   “I’m okay, my  throat  still tickles and my  nose  is  runny  but i’m better than before.”  https:// twitter.com/lotsof_lux/sta tus/990406893532274689   …",/OminousCogent/status/990421140534448130,3312555815,OminousCogent
42,990418983143788549,5af88ab724c1c400cc54de37,2018-04-29 04:34:21,,False,False,,0,0,0,"Yay for dry  throat , stuffy/running  nose , watering eyes, dry lips, and a  headache  ",/brepatrick/status/990418983143788549,236162993,brepatrick
43,990416528330838017,5af88ab724c1c400cc54de38,2018-04-29 04:24:36,,False,False,,0,0,0,I keep  sneezing  and my  throat  is starting to hurt too.. I can handle  sore  throats but not  stuffed  noses!! They’re so irritating,/voguehunnie/status/990416528330838017,1693078357,voguehunnie
44,990407964501700609,5af88ab724c1c400cc54de39,2018-04-29 03:50:34,,False,False,,0,0,0,"woke up feeling a little congested yesterday, but today I have a ...  sore   throat ,  runny   nose , nausea, that I'm always hungry but don't want to eat feeling, hot but cold. Like why meeeeee ",/WimbaSimba/status/990407964501700609,553059766,WimbaSimba
45,990406663046758400,5af88ab724c1c400cc54de3a,2018-04-29 03:45:23,,False,False,,1,0,0,My dumb ass fell asleep in my towel after my shower last night and now I have a  runny   nose  and  sore   throat  ,/ibitsu_oni/status/990406663046758400,2722371293,ibitsu_oni
46,990397343148093441,5af88ab724c1c400cc54de3b,2018-04-29 03:08:21,,False,False,,0,3,0,"This is Harry, he hasn't been feeling so hot for the last two days and was having these  coughing  fits. We thought he had a bird bone caught in his  throat  but after taking a really good look at him this morning we pulled this piece of grass out of his  nose , Bic lighter for scale.  pic.twitter.com/V877RBEnhm",/Jarvis_Gray/status/990397343148093441,463065450,Jarvis_Gray
