,ID,_id,datetime,has_media,is_reply,is_retweet,medias,nbr_favorite,nbr_reply,nbr_retweet,text,url,user_id,usernameTweet
0,979867998747021312,5af88a4024c1c4144464d2e5,2018-03-31 01:48:30,,False,False,,1,0,0,"Hate being ill! First the  sore   throat , then came the blocked/ runny   nose  and now my teeth are aching like a bitch!",/TasminaAkthar/status/979867998747021312,460346605,TasminaAkthar
1,979861140804112384,5af88a4024c1c4144464d2e6,2018-03-31 01:21:15,,False,False,,0,0,0,"Eyes watery,  sneezing ,  nose  itching,  throat  scratching... Lawd Spring is here ",/__MWalker/status/979861140804112384,322931070,__MWalker
2,979853283383808007,5af88a4024c1c4144464d2e7,2018-03-31 00:50:02,,False,False,,0,1,0,I think I'm coming down with what my sister had. If it started with a really  sore  dry  throat  then the  runny   nose  will happen soon. I don't want this.,/Mellisaurus_Rex/status/979853283383808007,23219323,Mellisaurus_Rex
3,979850110275407872,5af88a4024c1c4144464d2e8,2018-03-31 00:37:25,,True,False,,0,0,0,They thought I had the  flu  8 weeks ago. Tested negative. Head  nose   throat . Also lost 11lbs in 2 days... Water.... That went away. But the cough and  nose  running has not. Went to the doctor and put on a zpac. If that doesn't help he is gonna order an exray of my sinuses,/dtraskos/status/979850110275407872,58343980,dtraskos
4,979845024409161728,5af88a4024c1c4144464d2e9,2018-03-31 00:17:13,,False,False,,0,0,0,Ask the doctor why is my  nose  always so  runny  and  sore  daily mail online severe  headache   sore   throat  and  fever  -  http:// therapist.50r.in/ask-the-doctor -why-is-my-nose-always-so-runny-and   …,/angelhellf/status/979845024409161728,124081287,angelhellf
5,979842910081503232,5af88a4024c1c4144464d2ea,2018-03-31 00:08:49,,False,False,,3,1,0,you know the  nose  spray for sick folk that make the  runny   nose  go away i accidently sniffed that so hard it went down my mouth/ throat  and i’m retching it tastes so bad what the hell,/dumplingwater/status/979842910081503232,827057473039302656,dumplingwater
6,979834918598397952,5af88a4024c1c4144464d2eb,2018-03-30 23:37:03,,False,False,,0,1,0,"Six days of a tickly  throat , pain around my eyes and swollen glands, and I thought it was getting better yesterday after I could stay home and rest, but now the  sneezing  &  runny   nose  has started -_-",/BrisFrankie/status/979834918598397952,508605355,BrisFrankie
7,979821955586183169,5af88a4024c1c4144464d2ec,2018-03-30 22:45:33,,False,False,,1,0,0,"Can't breath through my  nose , my eyes are like a tap, my  throat  is swollen, my voice is gone,  coughing  my lungs up, help????????? :)))))",/aislinnwalshx3/status/979821955586183169,110790579,aislinnwalshx3
8,979813944159215616,5af88a4024c1c4144464d2ed,2018-03-30 22:13:43,,False,False,,1,1,0,I got no chill with  sore   throat  and  runny   nose  . Help !,/fatin852jy/status/979813944159215616,196684879,fatin852jy
9,979806973154775040,5af88a4024c1c4144464d2ee,2018-03-30 21:46:00,,False,False,,2,0,0,hhh I feel like I'm going to die I have a  headache  and I can't breathe out of my  nose  and I have a  sore   throat,/runvmins/status/979806973154775040,761649102161604608,runvmins
10,979800440802955264,5af88a4024c1c4144464d2ef,2018-03-30 21:20:03,,False,False,,1,1,0,Woke up with a  runny   nose . It has now turned into a  sore   throat  and  headache  as well. Ugh. ,/gonzalesapple_/status/979800440802955264,853846704226836481,gonzalesapple_
11,979773620263190528,5af88a4024c1c4144464d2f0,2018-03-30 19:33:29,,False,False,,1,1,0,"I'm sleeping right,  nose  is stuff/ runny  soooo nearly suffocate trying to breathe bc there's mucus in my  throat  all of a sudden .  God I love being sick",/johnell098/status/979773620263190528,228032869,johnell098
12,979758248419979265,5af88a4024c1c4144464d2f1,2018-03-30 18:32:24,,False,False,,0,0,0,Sore   throat  n  runny   nose  attack at this hour. What a combo!,/RineyGabriel/status/979758248419979265,165423993,RineyGabriel
13,979754298585182208,5af88a4024c1c4144464d2f2,2018-03-30 18:16:42,,False,False,,2,1,0,Headache .  Runny   nose . Cough and my  throat  hurts. Period pain. What a nice teaaaam ,/_yourMBP/status/979754298585182208,763754170746757120,_yourMBP
14,979752374519525376,5af88a4024c1c4144464d2f3,2018-03-30 18:09:03,,False,False,,1,1,0,"I've been sick since Monday. The  sore   throat  went away and was replaced by  coughing  and a  runny   nose . Then the  headache  started. So I'm at the doctors, again. Probably a sinus infection but it really ruins my family's plans to go to LA for spring break, and resolve Czech passport",/AdadaveE/status/979752374519525376,765313400398225408,AdadaveE
15,979750765026689024,5af88a4024c1c4144464d2f4,2018-03-30 18:02:39,,True,False,,0,1,0,"yes. and my  throat  hurts and my  nose  feels stuffy, and  headache , and i don't feel like eating wow-- i think i will lose weight soon, i like this.",/ymeyeri/status/979750765026689024,932715391540920331,ymeyeri
