,ID,_id,datetime,has_media,is_reply,is_retweet,medias,nbr_favorite,nbr_reply,nbr_retweet,text,url,user_id,usernameTweet
0,968619074925207552,5af8889824c1c4219ce4906e,2018-02-27 23:49:18,,False,False,,1,1,0,lecture in 40 mins i have a  sore   throat  and a  runny   nose  what should i do fellas,/risingjeon/status/968619074925207552,910076509,risingjeon
1,968611688231485440,5af8889824c1c4219ce4906f,2018-02-27 23:19:57,,True,False,,0,1,0,"Like any bold, brave child, she replied with, ""I am okay! After all, I'm an android's daughter!""  Even though she's got  runny   nose  and  sore   throat , she tried to toughen it out.  ""Papa..... I couldn't stand being indoors for too long, I wanna play outside, but they didn't let --",/Fabphire/status/968611688231485440,2894679528,Fabphire
2,968585433616658433,5af8889824c1c4219ce49070,2018-02-27 21:35:37,,True,False,,0,1,0,"Currently in bed willing my  runny   nose , scratchy  throat  and dry cough to sling their hook.",/daisy_spring/status/968585433616658433,350908963,daisy_spring
3,968578466705702912,5af8889824c1c4219ce49071,2018-02-27 21:07:56,,False,False,,0,0,0,Don't you just hate it when the air is so dry and your  throat  hurts and that leads to an irritated mucosa and a  runny   nose  bc same,/georgiapetrou_/status/968578466705702912,4857593758,georgiapetrou_
4,968573839520264193,5af8889824c1c4219ce49072,2018-02-27 20:49:33,,False,False,,1,0,0,It's such a great day outside I should spend the day sitting near the woods in the su- *Forgets they're allergic to tree pollen* *Now has a  sore   throat  &  runny   nose *,/obcfamily/status/968573839520264193,230078754,obcfamily
5,968569821360246790,5af8889824c1c4219ce49073,2018-02-27 20:33:35,,False,False,,0,0,0,I’ve probably sneezed a total of 25 times already in class. Ppl stopped saying bless you long ago. Been sniffing up a  nose  full.  Coughing  my whole  throat  out..   I know they’re annoyed af /:,/jasss_a/status/968569821360246790,3461781732,jasss_a
6,968564346426089472,5af8889824c1c4219ce49074,2018-02-27 20:11:49,,True,False,,2,2,0,"yes! I woke up with a really bad  sore   throat , a  runny   nose , and a 102  fever . I feel so weak and I can’t even get up to make food for my self or my sisters :(",/allyjandrraa/status/968564346426089472,1417234074,allyjandrraa
7,968561502595756033,5af8889824c1c4219ce49075,2018-02-27 20:00:31,,False,False,,8,2,0,I love having a cold and a  sore   throat  and a  runny   nose  and a  headache  and  coughing  and having to go to class !!!,/maddie_mayyy/status/968561502595756033,1201380061,maddie_mayyy
8,968539514766614533,5af8889824c1c4219ce49076,2018-02-27 18:33:09,,True,False,,0,1,0,"But since I got home on Saturday night the shock of the temperature change from 30 degrees to -1 has given me a  sore   throat ,  runny   nose  and cough!",/AuthorSJB/status/968539514766614533,95707666,AuthorSJB
9,968535803704979456,5af8889824c1c4219ce49077,2018-02-27 18:18:24,,False,False,,2,2,1,"The worst thing about Vegas... You wake up with a  sore   throat  and  runny   nose , but with no way of knowing if you are getting sick or if it’s just the GD cigarette smoke! ",/hackerhiker/status/968535803704979456,15372308,hackerhiker
